count	battery
209	0.95
210	0.95
211	0.95
212	0.95
213	0.95
214	0.95
215	0.95
216	0.95
217	0.95
218	0.95
219	0.95
220	0.95
221	0.95
222	0.95
223	0.94
224	0.94
225	0.94
226	0.94
227	0.94
228	0.94
229	0.94
230	0.94
231	0.94
232	0.94
233	0.94
234	0.94
235	0.94
236	0.94
237	0.94
238	0.94
239	0.94
240	0.94
241	0.94
242	0.94
243	0.94
244	0.94
245	0.94
246	0.94
247	0.94
248	0.94
249	0.94
250	0.94
251	0.94
252	0.94
253	0.94
254	0.94
255	0.94
256	0.94
257	0.94
258	0.93
259	0.93
260	0.93
261	0.93
262	0.93
263	0.93
264	0.93
265	0.93
266	0.93
267	0.93
268	0.93
269	0.93
270	0.93
271	0.93
272	0.93
273	0.93
274	0.93
275	0.93
276	0.93
277	0.93
278	0.93
279	0.93
280	0.93
281	0.93
282	0.93
283	0.93
284	0.93
285	0.93
286	0.93
287	0.93
288	0.93
289	0.93
290	0.93
291	0.93
292	0.93
293	0.93
294	0.93
295	0.93
296	0.93
297	0.93
298	0.93
299	0.93
300	0.93
301	0.93
302	0.93
303	0.93
304	0.93
305	0.93
306	0.93
307	0.93
308	0.93
309	0.93
310	0.93
311	0.93
312	0.93
313	0.93
314	0.93
315	0.93
316	0.93
317	0.92
318	0.92
319	0.92
320	0.92
321	0.92
322	0.92
323	0.92
324	0.92
325	0.92
326	0.92
327	0.92
328	0.92
329	0.92
330	0.92
331	0.92
332	0.92
333	0.92
334	0.92
335	0.92
336	0.92
337	0.92
338	0.92
339	0.92
340	0.92
341	0.92
342	0.92
343	0.92
344	0.92
345	0.92
346	0.92
347	0.92
348	0.92
349	0.92
350	0.91
351	0.91
352	0.91
353	0.91
354	0.91
355	0.91
356	0.91
357	0.91
358	0.91
359	0.91
360	0.91
361	0.91
362	0.91
363	0.91
364	0.91
365	0.91
366	0.91
367	0.91
368	0.91
369	0.91
370	0.91
371	0.91
372	0.91
373	0.91
374	0.91
375	0.91
376	0.91
377	0.91
378	0.91
379	0.91
380	0.91
381	0.91
382	0.91
383	0.91
384	0.91
385	0.91
386	0.91
387	0.91
388	0.91
389	0.91
390	0.91
391	0.91
392	0.91
393	0.91
394	0.91
395	0.91
396	0.9
397	0.9
398	0.9
399	0.9
400	0.9
401	0.9
402	0.9
403	0.9
404	0.9
405	0.9
406	0.9
407	0.9
408	0.9
409	0.9
410	0.9
411	0.9
412	0.9
413	0.9
414	0.9
415	0.9
416	0.9
417	0.9
418	0.9
419	0.9
420	0.9
421	0.9
422	0.9
423	0.9
424	0.9
425	0.9
426	0.9
427	0.9
428	0.9
429	0.9
430	0.9
431	0.9
432	0.9
433	0.9
434	0.9
435	0.9
436	0.9
437	0.9
438	0.9
439	0.9
440	0.9
441	0.9
442	0.9
443	0.9
444	0.9
445	0.9
446	0.9
447	0.9
448	0.9
449	0.9
450	0.9
451	0.9
452	0.9
453	0.9
454	0.9
455	0.9
456	0.89
457	0.89
458	0.89
459	0.89
460	0.89
461	0.89
462	0.89
463	0.89
464	0.89
465	0.89
466	0.89
467	0.89
468	0.89
469	0.89
470	0.89
471	0.89
472	0.89
473	0.89
474	0.89
475	0.89
476	0.89
477	0.89
478	0.89
479	0.89
480	0.89
481	0.88
482	0.88
483	0.88
484	0.88
485	0.88
486	0.88
487	0.88
488	0.88
489	0.88
490	0.88
491	0.88
492	0.88
493	0.88
494	0.88
495	0.88
496	0.88
497	0.88
498	0.88
499	0.88
500	0.88
501	0.88
502	0.88
503	0.88
504	0.88
505	0.88
506	0.88
507	0.88
508	0.88
509	0.88
510	0.88
511	0.88
512	0.88
513	0.88
514	0.88
515	0.88
516	0.88
517	0.88
518	0.88
519	0.88
520	0.88
521	0.88
522	0.88
523	0.88
524	0.88
525	0.88
526	0.88
527	0.88
528	0.88
529	0.88
530	0.87
531	0.87
532	0.87
533	0.87
534	0.87
535	0.87
536	0.87
537	0.87
538	0.87
539	0.87
540	0.87
541	0.87
542	0.87
543	0.87
544	0.87
545	0.87
546	0.87
547	0.87
548	0.87
549	0.87
550	0.87
551	0.87
552	0.87
553	0.87
554	0.87
555	0.87
556	0.87
557	0.87
558	0.87
559	0.87
560	0.87
561	0.87
562	0.87
563	0.87
564	0.87
565	0.87
566	0.86
567	0.86
568	0.86
569	0.86
570	0.86
571	0.86
572	0.86
573	0.86
574	0.86
575	0.86
576	0.86
577	0.86
578	0.86
579	0.86
580	0.86
581	0.86
582	0.86
583	0.86
584	0.86
585	0.86
586	0.86
587	0.86
588	0.86
589	0.86
590	0.86
591	0.86
592	0.86
593	0.86
594	0.86
595	0.86
596	0.86
597	0.86
598	0.86
599	0.86
600	0.86
601	0.86
602	0.86
603	0.86
604	0.86
605	0.86
606	0.86
607	0.86
608	0.86
609	0.86
610	0.86
611	0.86
612	0.86
613	0.86
614	0.86
615	0.86
616	0.86
617	0.86
618	0.86
619	0.86
620	0.86
621	0.85
622	0.85
623	0.85
624	0.85
625	0.85
626	0.85
627	0.85
628	0.85
629	0.85
630	0.85
631	0.85
632	0.85
633	0.85
634	0.85
635	0.85
636	0.85
637	0.85
638	0.85
639	0.85
640	0.85
641	0.85
642	0.85
643	0.85
644	0.85
645	0.85
646	0.85
647	0.85
648	0.85
649	0.85
650	0.85
651	0.85
652	0.85
653	0.85
654	0.85
655	0.85
656	0.84
657	0.84
658	0.84
659	0.84
660	0.84
661	0.84
662	0.84
663	0.84
664	0.84
665	0.84
666	0.84
667	0.84
668	0.84
669	0.84
670	0.84
671	0.84
672	0.84
673	0.84
674	0.84
675	0.84
676	0.84
677	0.84
678	0.84
679	0.84
680	0.84
681	0.84
682	0.84
683	0.84
684	0.84
685	0.84
686	0.84
687	0.84
688	0.84
689	0.84
690	0.84
691	0.84
692	0.84
693	0.84
694	0.84
695	0.84
696	0.84
697	0.84
698	0.84
699	0.84
700	0.83
701	0.83
702	0.83
703	0.83
704	0.83
705	0.83
706	0.83
707	0.83
708	0.83
709	0.83
710	0.83
711	0.83
712	0.83
713	0.83
714	0.83
715	0.83
716	0.83
717	0.83
718	0.83
719	0.83
720	0.83
721	0.83
722	0.83
723	0.83
724	0.83
725	0.83
726	0.83
727	0.83
728	0.83
729	0.83
730	0.82
731	0.82
732	0.82
733	0.82
734	0.82
735	0.82
736	0.82
737	0.82
738	0.82
739	0.82
740	0.82
741	0.82
742	0.82
743	0.82
744	0.82
745	0.82
746	0.82
747	0.82
748	0.82
749	0.82
750	0.82
751	0.82
752	0.82
753	0.82
754	0.82
755	0.82
756	0.82
757	0.82
758	0.82
759	0.82
760	0.82
761	0.82
762	0.82
763	0.82
764	0.82
765	0.82
766	0.82
767	0.82
768	0.82
769	0.82
770	0.82
771	0.82
772	0.82
773	0.82
774	0.82
775	0.82
776	0.82
777	0.82
778	0.82
779	0.82
780	0.82
781	0.82
782	0.82
783	0.82
784	0.82
785	0.82
786	0.82
787	0.82
788	0.82
789	0.82
790	0.81
791	0.81
792	0.81
793	0.81
794	0.81
795	0.81
796	0.81
797	0.81
798	0.81
799	0.81
800	0.81
801	0.81
802	0.81
803	0.81
804	0.81
805	0.81
806	0.81
807	0.81
808	0.81
809	0.81
810	0.81
811	0.81
812	0.81
813	0.81
814	0.81
815	0.81
816	0.81
817	0.81
818	0.81
819	0.81
820	0.81
821	0.81
822	0.8
823	0.8
824	0.8
825	0.8
826	0.8
827	0.8
828	0.8
829	0.8
830	0.8
831	0.8
832	0.8
833	0.8
834	0.8
835	0.8
836	0.8
837	0.8
838	0.8
839	0.8
840	0.8
841	0.8
842	0.8
843	0.8
844	0.8
845	0.8
846	0.8
847	0.8
848	0.8
849	0.8
850	0.8
851	0.8
852	0.8
853	0.8
854	0.8
855	0.8
856	0.8
857	0.8
858	0.8
859	0.8
860	0.8
861	0.8
862	0.79
863	0.79
864	0.79
865	0.79
866	0.79
867	0.79
868	0.79
869	0.79
870	0.79
871	0.79
872	0.79
873	0.79
874	0.79
875	0.79
876	0.79
877	0.79
878	0.79
879	0.79
880	0.79
881	0.79
882	0.79
883	0.79
884	0.79
885	0.79
886	0.79
887	0.79
888	0.79
889	0.79
890	0.79
891	0.79
892	0.79
893	0.79
894	0.79
895	0.79
896	0.79
897	0.79
898	0.79
899	0.79
900	0.79
901	0.79
902	0.79
903	0.79
904	0.79
905	0.79
906	0.79
907	0.79
908	0.79
909	0.79
910	0.79
911	0.79
912	0.79
913	0.79
914	0.79
915	0.79
916	0.79
917	0.79
918	0.79
919	0.79
920	0.79
921	0.78
922	0.78
923	0.78
924	0.78
925	0.78
926	0.78
927	0.78
928	0.78
929	0.78
930	0.78
931	0.78
932	0.78
933	0.78
934	0.78
935	0.78
936	0.78
937	0.78
938	0.78
939	0.78
940	0.78
941	0.78
942	0.78
943	0.78
944	0.78
945	0.78
946	0.77
947	0.77
948	0.77
949	0.77
950	0.77
951	0.77
952	0.77
953	0.77
954	0.77
955	0.77
956	0.77
957	0.77
958	0.77
959	0.77
960	0.77
961	0.77
962	0.77
963	0.77
964	0.77
965	0.77
966	0.77
967	0.77
968	0.77
969	0.77
970	0.77
971	0.77
972	0.77
973	0.77
974	0.77
975	0.77
976	0.77
977	0.77
978	0.77
979	0.77
980	0.77
981	0.77
982	0.77
983	0.77
984	0.77
985	0.77
986	0.77
987	0.77
988	0.77
989	0.77
990	0.77
991	0.77
992	0.77
993	0.77
994	0.77
995	0.76
996	0.76
997	0.76
998	0.76
999	0.76
1000	0.76
1001	0.76
1002	0.76
1003	0.76
1004	0.76
1005	0.76
1006	0.76
1007	0.76
1008	0.76
1009	0.76
1010	0.76
1011	0.76
1012	0.76
1013	0.76
1014	0.76
1015	0.76
1016	0.76
1017	0.76
1018	0.76
1019	0.76
1020	0.76
1021	0.76
1022	0.76
1023	0.76
1024	0.76
1025	0.76
1026	0.76
1027	0.76
1028	0.76
1029	0.76
1030	0.75
1031	0.75
1032	0.75
1033	0.75
1034	0.75
1035	0.75
1036	0.75
1037	0.75
1038	0.75
1039	0.75
1040	0.75
1041	0.75
1042	0.75
1043	0.75
1044	0.75
1045	0.75
1046	0.75
1047	0.75
1048	0.75
1049	0.75
1050	0.75
1051	0.75
1052	0.75
1053	0.75
1054	0.75
1055	0.75
1056	0.75
1057	0.75
1058	0.75
1059	0.75
1060	0.75
1061	0.75
1062	0.75
1063	0.75
1064	0.75
1065	0.75
1066	0.75
1067	0.75
1068	0.75
1069	0.75
1070	0.75
1071	0.75
1072	0.75
1073	0.75
1074	0.75
1075	0.75
1076	0.75
1077	0.74
1078	0.74
1079	0.74
1080	0.74
1081	0.74
1082	0.74
1083	0.74
1084	0.74
1085	0.74
1086	0.74
1087	0.74
1088	0.74
1089	0.74
1090	0.74
1091	0.74
1092	0.74
1093	0.74
1094	0.74
1095	0.74
1096	0.74
1097	0.74
1098	0.74
1099	0.74
1100	0.74
1101	0.74
1102	0.74
1103	0.74
1104	0.74
1105	0.74
1106	0.74
1107	0.74
1108	0.74
1109	0.74
1110	0.74
1111	0.74
1112	0.74
1113	0.73
1114	0.73
1115	0.73
1116	0.73
1117	0.73
1118	0.73
1119	0.73
1120	0.73
1121	0.73
1122	0.73
1123	0.73
1124	0.73
1125	0.73
1126	0.73
1127	0.73
1128	0.73
1129	0.73
1130	0.73
1131	0.73
1132	0.73
1133	0.73
1134	0.73
1135	0.73
1136	0.73
1137	0.73
1138	0.73
1139	0.73
1140	0.73
1141	0.73
1142	0.73
1143	0.73
1144	0.73
1145	0.73
1146	0.73
1147	0.73
1148	0.73
1149	0.73
1150	0.73
1151	0.73
1152	0.73
1153	0.73
1154	0.73
1155	0.73
1156	0.73
1157	0.73
1158	0.73
1159	0.73
1160	0.72
1161	0.72
1162	0.72
1163	0.72
1164	0.72
1165	0.72
1166	0.72
1167	0.72
1168	0.72
1169	0.72
1170	0.72
1171	0.72
1172	0.72
1173	0.72
1174	0.72
1175	0.72
1176	0.72
1177	0.72
1178	0.72
1179	0.72
1180	0.72
1181	0.72
1182	0.72
1183	0.72
1184	0.72
1185	0.72
1186	0.72
1187	0.72
1188	0.72
1189	0.72
1190	0.71
1191	0.71
1192	0.71
1193	0.71
1194	0.71
1195	0.71
1196	0.71
1197	0.71
1198	0.71
1199	0.71
1200	0.71
1201	0.71
1202	0.71
1203	0.71
1204	0.71
1205	0.71
1206	0.71
1207	0.71
1208	0.71
1209	0.71
1210	0.71
1211	0.71
1212	0.71
1213	0.71
1214	0.71
1215	0.71
1216	0.71
1217	0.71
1218	0.71
1219	0.71
1220	0.71
1221	0.71
1222	0.71
1223	0.71
1224	0.71
1225	0.71
1226	0.71
1227	0.71
1228	0.71
1229	0.71
1230	0.71
1231	0.71
1232	0.71
1233	0.71
1234	0.71
1235	0.71
1236	0.71
1237	0.71
1238	0.71
1239	0.71
1240	0.71
1241	0.71
1242	0.71
1243	0.71
1244	0.71
1245	0.71
1246	0.71
1247	0.71
1248	0.71
1249	0.7
1250	0.7
1251	0.7
1252	0.7
1253	0.7
1254	0.7
1255	0.7
1256	0.7
1257	0.7
1258	0.7
1259	0.7
1260	0.7
1261	0.7
1262	0.7
1263	0.7
1264	0.7
1265	0.7
1266	0.7
1267	0.7
1268	0.7
1269	0.7
1270	0.7
1271	0.7
1272	0.7
1273	0.7
1274	0.7
1275	0.7
1276	0.7
1277	0.7
1278	0.7
1279	0.7
1280	0.7
1281	0.7
1282	0.7
1283	0.7
1284	0.7
1285	0.7
1286	0.7
1287	0.7
1288	0.7
1289	0.7
1290	0.69
1291	0.69
1292	0.69
1293	0.69
1294	0.69
1295	0.69
1296	0.69
1297	0.69
1298	0.69
1299	0.69
1300	0.69
1301	0.69
1302	0.69
1303	0.69
1304	0.69
1305	0.69
1306	0.69
1307	0.69
1308	0.69
1309	0.69
1310	0.69
1311	0.69
1312	0.69
1313	0.69
1314	0.69
1315	0.69
1316	0.68
1317	0.68
1318	0.68
1319	0.68
1320	0.68
1321	0.68
1322	0.68
1323	0.68
1324	0.68
1325	0.68
1326	0.68
1327	0.68
1328	0.68
1329	0.68
1330	0.68
1331	0.68
1332	0.68
1333	0.68
1334	0.68
1335	0.68
1336	0.68
1337	0.68
1338	0.68
1339	0.68
1340	0.68
1341	0.68
1342	0.68
1343	0.68
1344	0.68
1345	0.68
1346	0.68
1347	0.68
1348	0.68
1349	0.68
1350	0.68
1351	0.68
1352	0.68
1353	0.68
1354	0.68
1355	0.68
1356	0.68
1357	0.68
1358	0.68
1359	0.68
1360	0.68
1361	0.68
1362	0.68
1363	0.68
1364	0.67
1365	0.67
1366	0.67
1367	0.67
1368	0.67
1369	0.67
1370	0.67
1371	0.67
1372	0.67
1373	0.67
1374	0.67
1375	0.67
1376	0.67
1377	0.67
1378	0.67
1379	0.67
1380	0.67
1381	0.67
1382	0.67
1383	0.67
1384	0.67
1385	0.67
1386	0.67
1387	0.67
1388	0.67
1389	0.67
1390	0.67
1391	0.67
1392	0.67
1393	0.67
1394	0.67
1395	0.67
1396	0.67
1397	0.67
1398	0.67
1399	0.67
1400	0.67
1401	0.67
1402	0.66
1403	0.66
1404	0.66
1405	0.66
1406	0.66
1407	0.66
1408	0.66
1409	0.66
1410	0.66
1411	0.66
1412	0.66
1413	0.66
1414	0.66
1415	0.66
1416	0.66
1417	0.66
1418	0.66
1419	0.66
1420	0.66
1421	0.66
1422	0.66
1423	0.66
1424	0.66
1425	0.66
1426	0.66
1427	0.66
1428	0.66
1429	0.66
1430	0.66
1431	0.66
1432	0.66
1433	0.66
1434	0.66
1435	0.66
1436	0.66
1437	0.66
1438	0.66
1439	0.66
1440	0.66
1441	0.65
1442	0.65
1443	0.65
1444	0.65
1445	0.65
1446	0.65
1447	0.65
1448	0.65
1449	0.65
1450	0.65
1451	0.65
1452	0.65
1453	0.65
1454	0.65
1455	0.65
1456	0.65
1457	0.65
1458	0.65
1459	0.65
1460	0.65
1461	0.65
1462	0.65
1463	0.65
1464	0.65
1465	0.65
1466	0.65
1467	0.65
1468	0.65
1469	0.65
1470	0.65
1471	0.65
1472	0.65
1473	0.65
1474	0.65
1475	0.65
1476	0.64
1477	0.64
1478	0.64
1479	0.64
1480	0.64
1481	0.64
1482	0.64
1483	0.64
1484	0.64
1485	0.64
1486	0.64
1487	0.64
1488	0.64
1489	0.64
1490	0.64
1491	0.64
1492	0.64
1493	0.64
1494	0.64
1495	0.64
1496	0.64
1497	0.64
1498	0.64
1499	0.64
1500	0.64
1501	0.64
1502	0.64
1503	0.64
1504	0.64
1505	0.64
1506	0.64
1507	0.64
1508	0.64
1509	0.64
1510	0.64
1511	0.64
1512	0.64
1513	0.64
1514	0.64
1515	0.64
1516	0.64
1517	0.64
1518	0.64
1519	0.64
1520	0.64
1521	0.64
1522	0.64
1523	0.64
1524	0.64
1525	0.64
1526	0.63
1527	0.63
1528	0.63
1529	0.63
1530	0.63
1531	0.63
1532	0.63
1533	0.63
1534	0.63
1535	0.63
1536	0.63
1537	0.63
1538	0.63
1539	0.63
1540	0.63
1541	0.63
1542	0.63
1543	0.63
1544	0.63
1545	0.63
1546	0.63
1547	0.63
1548	0.63
1549	0.63
1550	0.63
1551	0.63
1552	0.63
1553	0.63
1554	0.62
1555	0.62
1556	0.62
1557	0.62
1558	0.62
1559	0.62
1560	0.62
1561	0.62
1562	0.62
1563	0.62
1564	0.62
1565	0.62
1566	0.62
1567	0.62
1568	0.62
1569	0.62
1570	0.62
1571	0.62
1572	0.62
1573	0.62
1574	0.62
1575	0.62
1576	0.62
1577	0.62
1578	0.62
1579	0.62
1580	0.62
1581	0.62
1582	0.62
1583	0.62
1584	0.62
1585	0.62
1586	0.62
1587	0.62
1588	0.62
1589	0.62
1590	0.62
1591	0.62
1592	0.62
1593	0.62
1594	0.62
1595	0.62
1596	0.62
1597	0.62
1598	0.61
1599	0.61
1600	0.61
1601	0.61
1602	0.61
1603	0.61
1604	0.61
1605	0.61
1606	0.61
1607	0.61
1608	0.61
1609	0.61
1610	0.61
1611	0.61
1612	0.61
1613	0.61
1614	0.61
1615	0.61
1616	0.61
1617	0.61
1618	0.61
1619	0.61
1620	0.61
1621	0.61
1622	0.61
1623	0.61
1624	0.6
1625	0.6
1626	0.6
1627	0.6
1628	0.6
1629	0.6
1630	0.6
1631	0.6
1632	0.6
1633	0.6
1634	0.6
1635	0.6
1636	0.6
1637	0.6
1638	0.6
1639	0.6
1640	0.6
1641	0.6
1642	0.6
1643	0.6
1644	0.6
1645	0.6
1646	0.6
1647	0.6
1648	0.6
1649	0.6
1650	0.6
1651	0.6
1652	0.6
1653	0.6
1654	0.6
1655	0.6
1656	0.6
1657	0.6
1658	0.6
1659	0.6
1660	0.6
1661	0.6
1662	0.6
1663	0.6
1664	0.6
1665	0.6
1666	0.6
1667	0.6
1668	0.6
1669	0.6
1670	0.6
1671	0.6
1672	0.6
1673	0.59
1674	0.59
1675	0.59
1676	0.59
1677	0.59
1678	0.59
1679	0.59
1680	0.59
1681	0.59
1682	0.59
1683	0.59
1684	0.59
1685	0.59
1686	0.59
1687	0.59
1688	0.59
1689	0.59
1690	0.59
1691	0.59
1692	0.59
1693	0.59
1694	0.59
1695	0.59
1696	0.59
1697	0.59
1698	0.59
1699	0.59
1700	0.59
1701	0.59
1702	0.59
1703	0.59
1704	0.59
1705	0.59
1706	0.59
1707	0.59
1708	0.59
1709	0.59
1710	0.59
1711	0.59
1712	0.59
1713	0.59
1714	0.59
1715	0.59
1716	0.59
1717	0.59
1718	0.58
1719	0.58
1720	0.58
1721	0.58
1722	0.58
1723	0.58
1724	0.58
1725	0.58
1726	0.58
1727	0.58
1728	0.58
1729	0.58
1730	0.58
1731	0.58
1732	0.58
1733	0.58
1734	0.58
1735	0.58
1736	0.58
1737	0.58
1738	0.58
1739	0.58
1740	0.58
1741	0.58
1742	0.57
1743	0.57
1744	0.57
1745	0.57
1746	0.57
1747	0.57
1748	0.57
1749	0.57
1750	0.57
1751	0.57
1752	0.57
1753	0.57
1754	0.57
1755	0.57
1756	0.57
1757	0.57
1758	0.57
1759	0.57
1760	0.57
1761	0.57
1762	0.57
1763	0.57
1764	0.57
1765	0.57
1766	0.57
1767	0.57
1768	0.57
1769	0.57
1770	0.57
1771	0.57
1772	0.57
1773	0.57
1774	0.57
1775	0.57
1776	0.57
1777	0.57
1778	0.57
1779	0.57
1780	0.57
1781	0.57
1782	0.57
1783	0.57
1784	0.57
1785	0.57
1786	0.57
1787	0.57
1788	0.57
1789	0.57
1790	0.57
1791	0.57
1792	0.56
1793	0.56
1794	0.56
1795	0.56
1796	0.56
1797	0.56
1798	0.56
1799	0.56
1800	0.56
1801	0.56
1802	0.56
1803	0.56
1804	0.56
1805	0.56
1806	0.56
1807	0.56
1808	0.56
1809	0.56
1810	0.56
1811	0.56
1812	0.56
1813	0.56
1814	0.56
1815	0.56
1816	0.56
1817	0.56
1818	0.56
1819	0.56
1820	0.56
1821	0.56
1822	0.56
1823	0.56
1824	0.56
1825	0.55
1826	0.55
1827	0.55
1828	0.55
1829	0.55
1830	0.55
1831	0.55
1832	0.55
1833	0.55
1834	0.55
1835	0.55
1836	0.55
1837	0.55
1838	0.55
1839	0.55
1840	0.55
1841	0.55
1842	0.55
1843	0.55
1844	0.55
1845	0.55
1846	0.55
1847	0.55
1848	0.55
1849	0.55
1850	0.55
1851	0.55
1852	0.55
1853	0.55
1854	0.55
1855	0.55
1856	0.55
1857	0.55
1858	0.55
1859	0.54
1860	0.54
1861	0.54
1862	0.54
1863	0.54
1864	0.54
1865	0.54
1866	0.54
1867	0.54
1868	0.54
1869	0.54
1870	0.54
1871	0.54
1872	0.54
1873	0.54
1874	0.54
1875	0.54
1876	0.54
1877	0.54
1878	0.54
1879	0.54
1880	0.54
1881	0.54
1882	0.54
1883	0.54
1884	0.54
1885	0.54
1886	0.54
1887	0.54
1888	0.54
1889	0.54
1890	0.54
1891	0.54
1892	0.54
1893	0.54
1894	0.54
1895	0.53
1896	0.53
1897	0.53
1898	0.53
1899	0.53
1900	0.53
1901	0.53
1902	0.53
1903	0.53
1904	0.53
1905	0.53
1906	0.53
1907	0.53
1908	0.53
1909	0.53
1910	0.53
1911	0.53
1912	0.53
1913	0.53
1914	0.53
1915	0.53
1916	0.53
1917	0.53
1918	0.53
1919	0.53
1920	0.53
1921	0.53
1922	0.53
1923	0.53
1924	0.53
1925	0.53
1926	0.53
1927	0.53
1928	0.53
1929	0.53
1930	0.53
1931	0.53
1932	0.53
1933	0.53
1934	0.53
1935	0.53
1936	0.53
1937	0.53
1938	0.53
1939	0.53
1940	0.53
1941	0.53
1942	0.52
1943	0.52
1944	0.52
1945	0.52
1946	0.52
1947	0.52
1948	0.52
1949	0.52
1950	0.52
1951	0.52
1952	0.52
1953	0.52
1954	0.52
1955	0.52
1956	0.52
1957	0.52
1958	0.52
1959	0.52
1960	0.52
1961	0.52
1962	0.52
1963	0.52
1964	0.52
1965	0.52
1966	0.51
1967	0.51
1968	0.51
1969	0.51
1970	0.51
1971	0.51
1972	0.51
1973	0.51
1974	0.51
1975	0.51
1976	0.51
1977	0.51
1978	0.51
1979	0.51
1980	0.51
1981	0.51
1982	0.51
1983	0.51
1984	0.51
1985	0.51
1986	0.51
1987	0.51
1988	0.51
1989	0.51
1990	0.51
1991	0.51
1992	0.51
1993	0.51
1994	0.51
1995	0.51
1996	0.51
1997	0.51
1998	0.51
1999	0.51
2000	0.51
2001	0.51
2002	0.51
2003	0.51
2004	0.51
2005	0.51
2006	0.51
2007	0.51
2008	0.51
2009	0.51
2010	0.51
2011	0.51
2012	0.51
2013	0.51
2014	0.51
2015	0.51
2016	0.5
2017	0.5
2018	0.5
2019	0.5
2020	0.5
2021	0.5
2022	0.5
2023	0.5
2024	0.5
2025	0.5
2026	0.5
2027	0.5
2028	0.5
2029	0.5
2030	0.5
2031	0.5
2032	0.5
2033	0.5
2034	0.5
2035	0.5
2036	0.5
2037	0.5
2038	0.5
2039	0.5
2040	0.5
2041	0.5
2042	0.5
2043	0.5
2044	0.5
2045	0.5
2046	0.5
2047	0.5
2048	0.5
2049	0.5
2050	0.5
2051	0.5
2052	0.5
2053	0.5
2054	0.5
2055	0.5
2056	0.5
2057	0.5
2058	0.5
2059	0.5
2060	0.5
2061	0.5
2062	0.5
2063	0.5
2064	0.5
2065	0.5
2066	0.5
2067	0.5
2068	0.5
2069	0.49
2070	0.49
2071	0.49
2072	0.49
2073	0.49
2074	0.49
2075	0.49
2076	0.49
2077	0.49
2078	0.49
2079	0.49
2080	0.49
2081	0.49
2082	0.49
2083	0.49
2084	0.49
2085	0.49
2086	0.49
2087	0.49
2088	0.49
2089	0.49
2090	0.49
2091	0.49
2092	0.49
2093	0.48
2094	0.48
2095	0.48
2096	0.48
2097	0.48
2098	0.48
2099	0.48
2100	0.48
2101	0.48
2102	0.48
2103	0.48
2104	0.48
2105	0.48
2106	0.48
2107	0.48
2108	0.48
2109	0.48
2110	0.48
2111	0.48
2112	0.48
2113	0.48
2114	0.48
2115	0.48
2116	0.48
2117	0.48
2118	0.48
2119	0.48
2120	0.48
2121	0.48
2122	0.48
2123	0.48
2124	0.48
2125	0.48
2126	0.48
2127	0.48
2128	0.48
2129	0.48
2130	0.48
2131	0.48
2132	0.48
2133	0.48
2134	0.48
2135	0.48
2136	0.48
2137	0.48
2138	0.48
2139	0.48
2140	0.48
